id,quality
682,7
683,7
684,5
685,7
686,6
687,6
688,5
689,6
690,5
691,7
692,5
693,6
694,7
695,6
696,5
697,5
698,6
699,6
700,6
701,6
702,6
703,5
704,5
705,5
706,5
707,6
708,6
709,6
710,6
711,6
712,6
713,5
714,5
715,6
716,7
717,6
718,7
719,5
720,6
721,6
722,6
723,5
724,6
725,6
726,6
727,6
728,6
729,6
730,6
731,6
732,6
733,6
734,6
735,6
736,6
737,6
738,6
739,6
740,6
741,5
742,6
743,6
744,6
745,7
746,6
747,7
748,6
749,6
750,6
751,7
752,6
753,7
754,5
755,6
756,6
757,6
758,5
759,6
760,6
761,5
762,7
763,5
764,6
765,5
766,6
767,5
768,6
769,6
770,6
771,6
772,5
773,6
774,6
775,6
776,6
777,6
778,6
779,5
780,6
781,6
782,5
783,5
784,7
785,7
786,6
787,6
788,5
789,6
790,5
791,6
792,6
793,6
794,6
795,6
796,6
797,6
798,6
799,6
800,6
801,5
802,6
803,5
804,5
805,5
806,6
807,6
808,7
809,6
810,6
811,6
812,6
813,6
814,6
815,7
816,6
817,5
818,6
819,6
820,6
821,6
822,5
823,7
824,6
825,6
826,7
827,6
828,6
829,5
830,6
831,6
832,7
833,5
834,6
835,5
836,5
837,6
838,6
839,6
840,6
841,6
842,6
843,6
844,6
845,6
846,6
847,6
848,5
849,6
850,6
851,5
852,6
853,5
854,6
855,5
856,6
857,6
858,6
859,7
860,5
861,5
862,7
863,6
864,6
865,6
866,6
867,5
868,6
869,5
870,6
871,6
872,5
873,5
874,6
875,5
876,6
877,5
878,6
879,7
880,6
881,6
882,6
883,7
884,6
885,5
886,6
887,6
888,6
889,6
890,6
891,5
892,6
893,6
894,6
895,6
896,6
897,6
898,6
899,6
900,6
901,5
902,5
903,6
904,6
905,6
906,5
907,6
908,6
909,5
910,6
911,5
912,6
913,6
914,6
915,6
916,5
917,7
918,5
919,6
920,7
921,6
922,5
923,6
924,6
925,6
926,7
927,6
928,6
929,6
930,6
931,6
932,5
933,6
934,5
935,6
936,5
937,6
938,5
939,6
940,6
941,5
942,6
943,6
944,6
945,6
946,6
947,6
948,6
949,6
950,6
951,6
952,6
953,5
954,6
955,5
956,6
957,6
958,6
959,6
960,7
961,6
962,6
963,6
964,7
965,6
966,6
967,6
968,7
969,6
970,7
971,6
972,6
973,7
974,6
975,5
976,6
977,5
978,5
979,6
980,5
981,6
982,6
983,5
984,6
985,5
986,5
987,6
988,6
989,6
990,7
991,5
992,6
993,6
994,6
995,5
996,6
997,5
998,6
999,5
1000,6
1001,7
1002,5
1003,6
1004,5
1005,6
1006,6
1007,7
1008,5
1009,6
1010,5
1011,7
1012,6
1013,5
1014,6
1015,5
1016,6
1017,6
1018,6
1019,5
1020,5
1021,5
1022,6
1023,6
1024,6
1025,6
1026,7
1027,5
1028,6
1029,6
1030,6
1031,5
1032,6
1033,6
1034,6
1035,6
1036,5
1037,5
1038,5
1039,6
1040,6
1041,6
1042,6
1043,6
1044,6
1045,5
1046,5
1047,6
1048,5
1049,5
1050,6
1051,6
1052,7
1053,6
1054,6
1055,5
1056,6
1057,7
1058,6
1059,7
1060,6
1061,6
1062,6
1063,6
1064,5
1065,6
1066,6
1067,5
1068,5
1069,6
1070,6
1071,6
1072,6
1073,6
1074,6
1075,6
1076,6
1077,6
1078,6
1079,6
1080,5
1081,6
1082,6
1083,6
1084,5
1085,6
1086,5
1087,6
1088,5
1089,5
1090,5
1091,5
1092,5
1093,5
1094,6
1095,6
1096,6
1097,6
1098,7
1099,6
1100,6
1101,6
1102,5
1103,6
1104,6
1105,6
1106,6
1107,6
1108,5
1109,6
1110,7
1111,6
1112,6
1113,6
1114,6
1115,7
1116,5
1117,6
1118,6
1119,6
1120,6
1121,6
1122,6
1123,5
1124,5
1125,6
1126,5
1127,6
1128,5
1129,6
1130,6
1131,6
1132,6
1133,6
1134,6
1135,5
1136,7
1137,6
1138,6
1139,6
1140,6
1141,6
1142,7
1143,7
1144,5
1145,6
1146,6
1147,6
1148,6
1149,5
1150,6
1151,6
1152,6
1153,7
1154,6
1155,6
1156,6
1157,6
1158,6
1159,7
1160,6
1161,5
1162,7
1163,5
1164,5
1165,6
1166,7
1167,6
1168,5
1169,6
1170,7
1171,6
1172,5
1173,5
1174,6
1175,6
1176,6
1177,6
1178,5
1179,6
1180,7
1181,5
1182,5
1183,6
1184,5
1185,6
1186,6
1187,7
1188,5
1189,6
1190,6
1191,6
1192,6
1193,5
1194,7
1195,5
1196,5
1197,6
1198,6
1199,6
1200,6
1201,6
1202,6
1203,5
1204,6
1205,6
1206,5
1207,6
1208,6
1209,6
1210,5
1211,6
1212,6
1213,5
1214,7
1215,6
1216,6
1217,6
1218,5
1219,7
1220,5
1221,5
1222,6
1223,6
1224,6
1225,6
1226,7
1227,6
1228,6
1229,6
1230,6
1231,6
1232,6
1233,5
1234,6
1235,7
1236,7
1237,6
1238,6
1239,6
1240,6
1241,5
1242,6
1243,6
1244,6
1245,6
1246,5
1247,5
1248,6
1249,6
1250,6
1251,6
1252,6
1253,6
1254,4
1255,6
1256,5
1257,6
1258,6
1259,5
1260,6
1261,6
1262,6
1263,6
1264,7
1265,6
1266,6
1267,5
1268,6
1269,6
1270,6
1271,6
1272,5
1273,5
1274,5
1275,5
1276,6
1277,5
1278,6
1279,7
1280,6
1281,6
1282,6
1283,6
1284,5
1285,6
1286,6
1287,5
1288,5
1289,5
1290,7
1291,6
1292,5
1293,6
1294,6
1295,6
1296,6
1297,7
1298,5
1299,6
1300,5
1301,6
1302,5
1303,6
1304,6
1305,6
1306,6
1307,5
1308,6
1309,6
1310,6
1311,5
1312,6
1313,5
1314,6
1315,6
1316,6
1317,5
1318,5
1319,5
1320,6
1321,6
1322,6
1323,5
1324,6
1325,7
1326,6
1327,6
1328,7
1329,6
1330,5
1331,6
1332,6
1333,6
1334,6
1335,7
1336,6
1337,6
1338,6
1339,6
1340,6
1341,6
1342,6
1343,6
1344,6
1345,6
1346,6
1347,5
1348,6
1349,6
1350,6
1351,6
1352,6
1353,5
1354,6
1355,6
1356,5
1357,5
1358,7
1359,5
1360,6
1361,6
1362,6
1363,5
1364,6
1365,6
1366,6
1367,6
1368,6
1369,5
1370,6
1371,6
1372,6
1373,6
1374,6
1375,6
1376,7
1377,5
1378,6
1379,6
1380,5
1381,5
1382,6
1383,6
1384,6
1385,5
1386,6
1387,7
1388,6
1389,6
1390,5
1391,7
1392,6
1393,6
1394,5
1395,6
1396,6
1397,7
1398,6
1399,6
1400,5
1401,5
1402,6
1403,6
1404,6
1405,6
1406,6
1407,5
1408,6
1409,6
1410,6
1411,6
1412,6
1413,6
1414,6
1415,6
1416,5
1417,6
1418,5
1419,5
1420,6
1421,6
1422,6
1423,6
1424,5
1425,6
1426,6
1427,6
1428,6
1429,6
1430,6
1431,7
1432,5
1433,6
1434,6
1435,7
1436,6
1437,5
1438,6
1439,6
1440,6
1441,7
1442,6
1443,7
1444,6
1445,6
1446,6
1447,6
1448,6
1449,5
1450,6
1451,7
1452,6
1453,5
1454,7
1455,6
1456,6
1457,6
1458,6
1459,4
1460,6
1461,6
1462,6
1463,6
1464,7
1465,6
1466,6
1467,5
1468,6
1469,6
1470,5
1471,5
1472,6
1473,6
1474,5
1475,6
1476,6
1477,6
1478,6
1479,6
1480,7
1481,7
1482,6
1483,5
1484,6
1485,6
1486,6
1487,7
1488,6
1489,5
1490,5
1491,6
1492,5
1493,6
1494,4
1495,5
1496,5
1497,6
1498,6
1499,6
1500,6
1501,6
1502,6
1503,6
1504,6
1505,6
1506,6
1507,6
1508,6
1509,6
1510,6
1511,7
1512,6
1513,5
1514,6
1515,5
1516,6
1517,5
1518,5
1519,6
1520,6
1521,6
1522,6
1523,7
1524,7
1525,5
1526,7
1527,5
1528,6
1529,6
1530,6
1531,5
1532,6
1533,6
1534,5
1535,6
1536,6
1537,5
1538,6
1539,6
1540,6
1541,6
1542,6
1543,6
1544,6
1545,6
1546,6
1547,6
1548,5
1549,6
1550,6
1551,5
1552,5
1553,6
1554,6
1555,6
1556,5
1557,6
1558,6
1559,5
1560,6
1561,6
1562,6
1563,7
1564,6
1565,6
1566,6
1567,5
1568,5
1569,5
1570,6
1571,6
1572,5
1573,6
1574,5
1575,6
1576,6
1577,7
1578,6
1579,5
1580,6
1581,5
1582,6
1583,6
1584,5
1585,6
1586,6
1587,6
1588,6
1589,6
1590,6
1591,6
1592,5
1593,5
1594,5
1595,5
1596,5
1597,6
1598,5
1599,5
1600,6
1601,7
1602,6
1603,7
1604,5
1605,6
1606,6
1607,6
1608,6
1609,6
1610,6
1611,6
1612,5
1613,5
1614,7
1615,5
1616,6
1617,6
1618,6
1619,6
1620,6
1621,6
1622,5
1623,6
1624,5
1625,6
1626,5
1627,6
1628,6
1629,7
1630,6
1631,6
1632,5
1633,5
1634,6
1635,6
1636,5
1637,7
1638,6
1639,6
1640,7
1641,5
1642,5
1643,6
1644,6
1645,6
1646,6
1647,5
1648,6
1649,6
1650,6
1651,5
1652,6
1653,6
1654,5
1655,6
1656,6
1657,5
1658,6
1659,7
1660,6
1661,7
1662,6
1663,6
1664,7
1665,6
1666,5
1667,6
1668,5
1669,6
1670,6
1671,6
1672,6
1673,6
1674,7
1675,6
1676,5
1677,6
1678,6
1679,5
1680,7
1681,5
1682,6
1683,7
1684,6
1685,7
1686,6
1687,6
1688,6
1689,6
1690,6
1691,6
1692,6
1693,6
1694,6
1695,5
1696,6
1697,6
1698,5
1699,6
1700,6
1701,6
1702,6
1703,6
1704,7
1705,5
1706,5
1707,6
1708,6
1709,7
1710,6
1711,5
1712,6
1713,5
1714,5
1715,6
1716,5
1717,5
1718,6
1719,5
1720,6
1721,5
1722,6
1723,6
1724,6
1725,5
1726,7
1727,5
1728,6
1729,6
1730,7
1731,5
1732,5
1733,6
1734,5
1735,5
1736,6
1737,6
1738,6
1739,5
1740,7
1741,6
1742,6
1743,6
1744,7
1745,6
1746,6
1747,6
1748,6
1749,5
1750,5
1751,6
1752,5
1753,6
1754,7
1755,6
1756,5
1757,6
1758,6
1759,7
1760,5
1761,6
1762,5
1763,5
1764,6
1765,6
1766,6
1767,6
1768,6
1769,6
1770,7
1771,5
1772,6
1773,6
1774,6
1775,5
1776,6
1777,6
1778,5
1779,6
1780,6
1781,6
1782,6
1783,6
1784,6
1785,7
1786,5
1787,5
1788,6
1789,6
1790,5
1791,6
1792,6
1793,5
1794,6
1795,6
1796,6
1797,6
1798,6
1799,6
1800,5
1801,6
1802,6
1803,7
1804,6
1805,6
1806,6
1807,6
1808,6
1809,6
1810,5
1811,5
1812,6
1813,6
1814,6
1815,6
1816,6
1817,5
1818,5
1819,6
1820,6
1821,6
1822,6
1823,7
1824,5
1825,6
1826,6
1827,6
1828,7
1829,5
1830,6
1831,6
1832,6
1833,5
1834,6
1835,5
1836,6
1837,5
1838,6
1839,5
1840,5
1841,5
1842,5
1843,6
1844,6
1845,6
1846,6
1847,6
1848,6
1849,6
1850,6
1851,6
1852,6
1853,6
1854,6
1855,6
1856,6
1857,6
1858,6
1859,6
1860,6
1861,6
1862,6
1863,6
1864,5
1865,6
1866,7
1867,6
1868,6
1869,6
1870,5
1871,6
1872,5
1873,5
1874,5
1875,6
1876,7
1877,5
1878,5
1879,5
1880,6
1881,7
1882,5
1883,7
1884,7
1885,5
1886,6
1887,6
1888,6
1889,5
1890,6
1891,6
1892,5
1893,5
1894,6
1895,6
1896,6
1897,6
1898,5
1899,6
1900,6
1901,6
1902,6
1903,6
1904,5
1905,5
1906,5
1907,5
1908,5
1909,5
1910,6
1911,6
1912,5
1913,6
1914,5
1915,5
1916,7
1917,6
1918,6
1919,6
1920,5
1921,6
1922,6
1923,5
1924,6
1925,5
1926,6
1927,6
1928,6
1929,6
1930,5
1931,6
1932,6
1933,7
1934,7
1935,6
1936,6
1937,6
1938,5
1939,7
1940,6
1941,6
1942,6
1943,5
1944,6
1945,6
1946,6
1947,6
1948,6
1949,5
1950,6
1951,5
1952,6
1953,5
1954,5
1955,5
1956,6
1957,6
1958,5
1959,5
1960,5
1961,6
1962,6
1963,6
1964,7
1965,6
1966,6
1967,6
1968,6
1969,7
1970,6
1971,5
1972,5
1973,6
1974,6
1975,5
1976,5
1977,6
1978,6
1979,6
1980,6
1981,6
1982,6
1983,6
1984,6
1985,6
1986,6
1987,6
1988,6
1989,6
1990,6
1991,6
1992,6
1993,6
1994,6
1995,6
1996,5
1997,6
1998,5
1999,5
2000,5
2001,7
2002,6
2003,6
2004,6
2005,5
2006,6
2007,5
2008,6
2009,6
2010,6
2011,6
2012,6
2013,6
2014,6
2015,6
2016,5
2017,5
2018,5
2019,6
2020,6
2021,6
2022,6
2023,6
2024,6
2025,5
2026,5
2027,6
2028,6
2029,6
2030,6
2031,6
2032,6
2033,6
2034,6
2035,5
2036,6
2037,6
2038,6
2039,5
2040,6
2041,6
2042,6
2043,6
2044,6
2045,5
2046,6
2047,6
2048,6
2049,6
2050,5
2051,6
2052,6
2053,6
2054,5
2055,6
2056,6
2057,6
2058,6
2059,5
2060,6
2061,6
2062,6
2063,6
2064,5
2065,5
2066,6
2067,5
2068,5
2069,6
2070,4
2071,6
2072,5
2073,5
2074,5
2075,6
2076,7
2077,5
2078,6
2079,5
2080,6
2081,5
2082,6
2083,6
2084,6
2085,6
2086,6
2087,6
2088,5
2089,6
2090,5
2091,6
2092,6
2093,5
2094,6
2095,6
2096,5
2097,6
2098,5
2099,6
2100,6
2101,6
2102,6
2103,6
2104,6
2105,5
2106,6
2107,5
2108,7
2109,5
2110,6
2111,6
2112,5
2113,6
2114,6
2115,5
2116,5
2117,6
2118,6
2119,6
2120,6
2121,6
2122,5
2123,5
2124,5
2125,6
2126,5
2127,5
2128,5
2129,6
2130,6
2131,6
2132,6
2133,6
2134,6
2135,6
2136,6
2137,6
2138,6
2139,6
2140,6
2141,5
2142,6
2143,6
2144,6
2145,6
2146,6
2147,6
2148,6
2149,6
2150,7
2151,6
2152,7
2153,6
2154,6
2155,6
2156,5
2157,7
2158,6
2159,7
2160,6
2161,6
2162,7
2163,6
2164,6
2165,6
2166,6
2167,5
2168,6
2169,5
2170,6
2171,5
2172,6
2173,6
2174,6
2175,6
2176,5
2177,6
2178,6
2179,5
2180,6
2181,6
2182,5
2183,6
2184,6
2185,7
2186,6
2187,6
2188,7
2189,6
2190,6
2191,6
2192,6
2193,6
2194,7
2195,5
2196,5
2197,6
2198,6
2199,5
2200,6
2201,5
2202,5
2203,5
2204,6
2205,6
2206,6
2207,6
2208,6
2209,6
2210,5
2211,6
2212,7
2213,5
2214,5
2215,5
2216,7
2217,6
2218,5
2219,6
2220,6
2221,6
2222,6
2223,6
2224,7
2225,6
2226,6
2227,6
2228,5
2229,6
2230,7
2231,5
2232,6
2233,6
2234,6
2235,6
2236,5
2237,6
2238,6
2239,6
2240,6
2241,6
2242,5
2243,6
2244,6
2245,6
2246,6
2247,6
2248,7
2249,5
2250,5
2251,7
2252,6
2253,6
2254,6
2255,6
2256,6
2257,6
2258,6
2259,6
2260,6
2261,5
2262,5
2263,6
2264,6
2265,5
2266,6
2267,7
2268,5
2269,6
2270,5
2271,6
2272,5
2273,6
2274,6
2275,6
2276,6
2277,6
2278,6
2279,5
2280,6
2281,6
2282,6
2283,6
2284,5
2285,6
2286,7
2287,5
2288,7
2289,5
2290,6
2291,6
2292,7
2293,6
2294,6
2295,6
2296,6
2297,6
2298,5
2299,6
2300,6
2301,6
2302,5
2303,5
2304,6
2305,5
2306,6
2307,5
2308,6
2309,6
2310,5
2311,7
2312,5
2313,6
2314,6
2315,6
2316,6
2317,6
2318,6
2319,6
2320,4
2321,5
2322,6
2323,6
2324,7
2325,6
2326,6
2327,6
2328,6
2329,6
2330,6
2331,6
2332,6
2333,6
2334,7
2335,6
2336,6
2337,6
2338,6
2339,6
2340,6
2341,6
2342,6
2343,6
2344,6
2345,6
2346,6
2347,6
2348,6
2349,5
2350,6
2351,6
2352,7
2353,5
2354,6
2355,6
2356,6
2357,6
2358,6
2359,6
2360,6
2361,5
2362,5
2363,6
2364,7
2365,6
2366,6
2367,5
2368,6
2369,6
2370,5
2371,6
2372,6
2373,5
2374,6
2375,6
2376,5
2377,6
2378,5
2379,5
2380,5
2381,7
2382,6
2383,6
2384,5
2385,6
2386,6
2387,6
2388,5
2389,6
2390,6
2391,6
2392,6
2393,5
2394,6
2395,5
2396,6
2397,6
2398,6
2399,6
2400,6
2401,5
2402,6
2403,6
2404,6
2405,6
2406,6
2407,6
2408,6
2409,7
2410,5
2411,6
2412,6
2413,7
2414,6
2415,6
2416,6
2417,5
2418,6
2419,5
2420,6
2421,6
2422,6
2423,5
2424,6
2425,5
2426,6
2427,6
2428,6
2429,6
2430,7
2431,6
2432,6
2433,6
2434,5
2435,5
2436,7
2437,6
2438,6
2439,6
2440,5
2441,6
2442,7
2443,5
2444,6
2445,6
2446,6
2447,6
2448,5
2449,6
2450,5
2451,7
2452,6
2453,5
2454,6
2455,6
2456,6
2457,6
2458,5
2459,6
2460,6
2461,5
2462,5
2463,6
2464,5
2465,5
2466,6
2467,5
2468,6
2469,6
2470,6
2471,5
2472,5
2473,5
2474,6
2475,6
2476,6
2477,6
2478,6
2479,6
2480,5
2481,6
2482,6
2483,6
2484,5
2485,6
2486,5
2487,6
2488,5
2489,6
2490,6
2491,6
2492,6
2493,7
2494,6
2495,6
2496,6
2497,5
2498,6
2499,6
2500,7
2501,6
2502,6
2503,6
2504,6
2505,5
2506,5
2507,5
2508,5
2509,6
2510,5
2511,6
2512,5
2513,6
2514,6
2515,6
2516,5
2517,6
2518,6
2519,5
2520,6
2521,7
2522,6
2523,6
2524,6
2525,5
2526,5
2527,6
2528,6
2529,6
2530,6
2531,6
2532,5
2533,6
2534,5
2535,6
2536,6
2537,6
2538,6
2539,6
2540,6
2541,6
2542,6
2543,6
2544,6
2545,6
2546,6
2547,6
2548,6
2549,6
2550,7
2551,5
2552,6
2553,6
2554,5
2555,5
2556,5
2557,7
2558,6
2559,6
2560,6
2561,6
2562,6
2563,6
2564,6
2565,5
2566,6
2567,6
2568,6
2569,6
2570,6
2571,5
2572,6
2573,6
2574,5
2575,6
2576,7
2577,6
2578,6
2579,5
2580,5
2581,6
2582,6
2583,6
2584,6
2585,5
2586,5
2587,6
2588,6
2589,5
2590,6
2591,7
2592,5
2593,6
2594,6
2595,6
2596,6
2597,6
2598,7
